Data,Vacinados,Delta
2021-02-19 07:05:00,1889366,200.0
2021-02-19 07:40:00,1890699,1333.0
2021-02-19 08:05:00,1892400,1701.0
2021-02-19 08:40:00,1895888,3488.0
2021-02-19 09:05:00,1899025,3137.0
2021-02-19 09:35:00,1903410,4385.0
2021-02-19 10:05:00,1907834,4424.0
2021-02-19 10:40:00,1913652,5818.0
2021-02-19 11:05:00,1917772,4120.0
2021-02-19 11:35:00,1922540,4768.0
2021-02-19 12:10:00,1926853,4313.0
2021-02-19 12:40:00,1929797,2944.0
2021-02-19 13:10:00,1932506,2709.0
2021-02-19 13:40:00,1935613,3107.0
2021-02-19 14:10:00,1939573,3960.0
2021-02-19 14:45:00,1944672,5099.0
2021-02-19 15:10:00,1948322,3650.0
2021-02-19 15:35:00,1951747,3425.0
2021-02-19 16:10:00,1956365,4618.0
2021-02-19 16:40:00,1959878,3513.0
2021-02-19 17:15:00,1963026,3148.0
2021-02-19 17:40:00,1964733,1707.0
2021-02-19 18:10:00,1966512,1779.0
2021-02-19 18:40:00,1968126,1614.0
2021-02-19 19:10:00,1969438,1312.0
2021-02-19 19:40:00,1970065,627.0
2021-02-19 20:10:00,1970465,400.0
2021-02-19 20:40:00,1970777,312.0
2021-02-19 21:10:00,1971000,223.0
2021-02-19 21:40:00,1971184,184.0
2021-02-19 22:10:00,1971322,138.0
2021-02-19 22:40:00,1971425,103.0
2021-02-19 23:15:00,1971543,118.0
2021-02-19 23:45:00,1971653,110.0
2021-02-20 00:15:00,1971773,120.0
2021-02-20 00:40:00,1971846,73.0
2021-02-20 01:10:00,1971951,105.0
2021-02-20 01:40:00,1972094,143.0
2021-02-20 02:10:00,1972236,142.0
2021-02-20 02:35:00,1972299,63.0
2021-02-20 03:15:00,1972407,108.0
2021-02-20 03:40:00,1972431,24.0
2021-02-20 04:10:00,1972459,28.0
2021-02-20 04:40:00,1972487,28.0
2021-02-20 05:15:00,1972501,14.0
2021-02-20 05:40:00,1972501,0.0
2021-02-20 06:15:00,1972506,5.0
2021-02-20 06:40:00,1972530,24.0
2021-02-20 07:05:00,1972576,46.0
2021-02-20 07:35:00,1972732,156.0
2021-02-20 08:05:00,1972992,260.0
2021-02-20 08:40:00,1973907,915.0
2021-02-20 09:05:00,1975086,1179.0
2021-02-20 09:35:00,1976544,1458.0
2021-02-20 10:05:00,1978080,1536.0
2021-02-20 10:40:00,1979847,1767.0
2021-02-20 11:10:00,1981361,1514.0
2021-02-20 11:40:00,1982706,1345.0
2021-02-20 12:15:00,1983821,1115.0
2021-02-20 12:45:00,1984488,667.0
2021-02-20 13:10:00,1985018,530.0
2021-02-20 13:35:00,1985642,624.0
2021-02-20 14:10:00,1986750,1108.0
2021-02-20 14:40:00,1987673,923.0
2021-02-20 15:10:00,1988723,1050.0
2021-02-20 15:40:00,1989589,866.0
2021-02-21 22:20:00,2001237,11648.0
2021-02-21 22:55:00,2001377,140.0
2021-02-21 23:20:00,2001461,84.0
2021-02-21 23:55:00,2001567,106.0
2021-02-22 00:20:00,2001635,68.0
2021-02-22 00:55:00,2001755,120.0
2021-02-22 01:20:00,2001797,42.0
2021-02-22 01:55:00,2001803,6.0
2021-02-22 02:20:00,2001821,18.0
2021-02-22 02:55:00,2001875,54.0
2021-02-22 03:20:00,2001917,42.0
2021-02-22 03:55:00,2001972,55.0
2021-02-22 04:20:00,2002010,38.0
2021-02-22 04:55:00,2002064,54.0
2021-02-22 05:20:00,2002103,39.0
2021-02-22 05:55:00,2002151,48.0
2021-02-22 06:20:00,2002209,58.0
2021-02-22 06:55:00,2002359,150.0
2021-02-22 07:20:00,2002660,301.0
2021-02-22 07:55:00,2003950,1290.0
2021-02-22 08:20:00,2005518,1568.0
2021-02-22 09:00:00,2009002,3484.0
2021-02-22 09:35:00,2012542,3540.0
2021-02-22 10:05:00,2015846,3304.0
2021-02-22 10:25:00,2018091,2245.0
2021-02-22 11:35:00,2026413,8322.0
2021-02-22 12:05:00,2029752,3339.0
2021-02-22 12:35:00,2032099,2347.0
2021-02-22 13:05:00,2034286,2187.0
2021-02-22 13:35:00,2036536,2250.0
2021-02-22 14:10:00,2040088,3552.0
2021-02-22 14:35:00,2042916,2828.0
2021-02-22 15:00:00,2045848,2932.0
2021-02-22 15:25:00,2048925,3077.0
2021-02-22 16:00:00,2052943,4018.0
2021-02-22 16:35:00,2056413,3470.0
2021-02-22 17:00:00,2058377,1964.0
2021-02-22 17:30:00,2059999,1622.0
2021-02-22 18:00:00,2061681,1682.0
2021-02-22 18:35:00,2063554,1873.0
2021-02-23 16:55:00,2119503,55949.0
2021-02-23 17:35:00,2121357,1854.0
2021-02-23 18:05:00,2122641,1284.0
2021-02-23 18:30:00,2123560,919.0
2021-02-23 19:05:00,2124850,1290.0
2021-02-23 19:35:00,2125531,681.0
2021-02-23 20:00:00,2126019,488.0
2021-02-23 20:35:00,2126579,560.0
2021-02-23 21:05:00,2127036,457.0
2021-02-23 21:30:00,2127405,369.0
2021-02-23 22:05:00,2127814,409.0
2021-02-23 22:35:00,2128157,343.0
2021-02-23 23:05:00,2128440,283.0
2021-02-23 23:30:00,2128666,226.0
2021-02-24 00:05:00,2128945,279.0
2021-02-24 00:30:00,2129071,126.0
2021-02-24 01:05:00,2129190,119.0
2021-02-24 01:30:00,2129281,91.0
2021-02-24 02:05:00,2129394,113.0
2021-02-24 02:40:00,2129500,106.0
2021-02-24 03:05:00,2129546,46.0
2021-02-24 03:40:00,2129608,62.0
2021-02-24 04:05:00,2129654,46.0
2021-02-24 04:40:00,2129734,80.0
2021-02-24 05:05:00,2129771,37.0
2021-02-24 05:40:00,2129777,6.0
2021-02-24 06:05:00,2129777,0.0
2021-02-24 06:35:00,2129841,64.0
2021-02-24 07:05:00,2129997,156.0
2021-02-24 07:30:00,2130529,532.0
2021-02-24 08:05:00,2132113,1584.0
2021-02-24 08:35:00,2134014,1901.0
2021-02-24 09:00:00,2136189,2175.0
2021-02-24 09:40:00,2139518,3329.0
2021-02-24 10:10:00,2142110,2592.0
2021-02-24 10:25:00,2143544,1434.0
2021-02-24 11:05:00,2147379,3835.0
2021-02-24 11:35:00,2149783,2404.0
2021-02-24 12:10:00,2152447,2664.0
2021-02-24 12:30:00,2153589,1142.0
2021-02-24 13:05:00,2155464,1875.0
2021-02-24 13:40:00,2157578,2114.0
2021-02-24 14:10:00,2159880,2302.0
2021-02-24 14:40:00,2162388,2508.0
2021-02-24 15:05:00,2164567,2179.0
2021-02-24 15:35:00,2166967,2400.0
2021-02-24 16:05:00,2169336,2369.0
2021-02-24 16:35:00,2171062,1726.0
2021-02-24 17:10:00,2172575,1513.0
2021-02-24 17:40:00,2173640,1065.0
2021-02-24 18:10:00,2174616,976.0
2021-02-24 18:40:00,2175451,835.0
2021-02-24 19:10:00,2175975,524.0
2021-02-24 19:40:00,2176322,347.0
2021-02-24 20:10:00,2176521,199.0
2021-02-24 20:40:00,2176694,173.0
2021-02-24 21:10:00,2176778,84.0
2021-02-24 21:40:00,2176835,57.0
2021-02-24 22:10:00,2176912,77.0
2021-02-24 22:40:00,2176981,69.0
2021-02-24 23:15:00,2177070,89.0
2021-02-24 23:40:00,2177149,79.0
2021-02-25 00:15:00,2177213,64.0
2021-02-25 00:40:00,2177257,44.0
2021-02-25 01:15:00,2177316,59.0
2021-02-25 01:40:00,2177358,42.0
2021-02-25 02:15:00,2177426,68.0
2021-02-25 02:40:00,2177461,35.0
2021-02-25 03:15:00,2177488,27.0
2021-02-25 03:40:00,2177498,10.0
2021-02-25 04:15:00,2177519,21.0
2021-02-25 04:40:00,2177519,0.0
2021-02-25 05:15:00,2177519,0.0
2021-02-25 05:40:00,2177521,2.0
2021-02-25 06:15:00,2177543,22.0
2021-02-25 06:40:00,2177563,20.0
2021-02-25 07:15:00,2177852,289.0
2021-02-25 07:40:00,2178523,671.0
2021-02-25 08:15:00,2180010,1487.0
2021-02-25 08:45:00,2182071,2061.0
2021-02-25 09:15:00,2184627,2556.0
2021-02-25 09:40:00,2186496,1869.0
2021-02-25 10:15:00,2189328,2832.0
2021-02-25 10:40:00,2191573,2245.0
2021-02-25 11:15:00,2194643,3070.0
2021-02-25 11:40:00,2196755,2112.0
2021-02-25 12:10:00,2198658,1903.0
2021-02-25 12:30:00,2199770,1112.0
2021-02-25 13:10:00,2201672,1902.0
2021-02-25 13:40:00,2203477,1805.0
2021-02-25 14:15:00,2206084,2607.0
2021-02-25 14:45:00,2208599,2515.0
2021-02-25 15:15:00,2211071,2472.0
2021-02-25 15:45:00,2213147,2076.0
2021-02-25 16:20:00,2215229,2082.0
2021-02-25 16:50:00,2216627,1398.0
2021-02-25 17:20:00,2217502,875.0
2021-02-25 17:45:00,2218332,830.0
2021-02-25 18:20:00,2219222,890.0
2021-02-25 18:45:00,2219798,576.0
2021-02-25 19:20:00,2220307,509.0
2021-02-25 19:40:00,2220496,189.0
2021-02-25 20:25:00,2220775,279.0
2021-02-25 20:50:00,2220901,126.0
2021-02-25 21:25:00,2221081,180.0
2021-02-25 21:50:00,2221176,95.0
2021-02-25 22:25:00,2221366,190.0
2021-02-25 22:55:00,2221433,67.0
2021-02-25 23:20:00,2221446,13.0
2021-02-25 23:50:00,2221458,12.0
2021-02-26 00:20:00,2221464,6.0
2021-02-26 00:50:00,2221468,4.0
2021-02-26 01:20:00,2221492,24.0
2021-02-26 01:50:00,2221574,82.0
2021-02-26 02:25:00,2221619,45.0
2021-02-26 02:50:00,2221636,17.0
2021-02-26 03:20:00,2221659,23.0
2021-02-26 03:50:00,2221666,7.0
2021-02-26 04:20:00,2221669,3.0
2021-02-26 04:50:00,2221669,0.0
2021-02-26 05:20:00,2221669,0.0
2021-02-26 05:50:00,2221675,6.0
2021-02-26 06:20:00,2221693,18.0
2021-02-26 06:50:00,2221774,81.0
2021-02-26 07:20:00,2222003,229.0
2021-02-26 07:50:00,2222847,844.0
2021-02-26 08:25:00,2224364,1517.0
2021-02-26 08:50:00,2226049,1685.0
2021-02-26 09:20:00,2228362,2313.0
2021-02-26 09:50:00,2230938,2576.0
2021-02-26 10:20:00,2233414,2476.0
2021-02-26 10:50:00,2236107,2693.0
2021-02-26 11:20:00,2239038,2931.0
2021-02-26 11:50:00,2241805,2767.0
2021-02-26 12:20:00,2244119,2314.0
2021-02-26 12:55:00,2246560,2441.0
2021-02-26 13:25:00,2248562,2002.0
2021-02-26 13:55:00,2251068,2506.0
2021-02-26 14:25:00,2253874,2806.0
2021-02-26 14:55:00,2257099,3225.0
2021-02-26 15:25:00,2260133,3034.0
2021-02-26 16:00:00,2263746,3613.0
2021-02-26 16:25:00,2265773,2027.0
2021-02-26 16:55:00,2267897,2124.0
2021-02-26 17:25:00,2269429,1532.0
2021-02-26 18:00:00,2271075,1646.0
2021-02-26 18:25:00,2272144,1069.0
2021-02-26 18:55:00,2273353,1209.0
2021-02-26 19:25:00,2273881,528.0
2021-02-26 20:00:00,2274255,374.0
2021-02-26 20:25:00,2274412,157.0
2021-02-26 21:00:00,2274548,136.0
2021-02-26 21:25:00,2274629,81.0
2021-02-26 21:55:00,2274696,67.0
2021-02-26 22:25:00,2274877,181.0
2021-02-26 22:50:00,2274955,78.0
2021-02-26 23:30:00,2275084,129.0
2021-02-26 23:55:00,2275183,99.0
2021-02-27 00:30:00,2275290,107.0
2021-02-27 01:00:00,2275446,156.0
2021-02-27 01:25:00,2275482,36.0
2021-02-27 01:55:00,2275495,13.0
2021-02-27 02:30:00,2275500,5.0
2021-02-27 02:55:00,2275500,0.0
2021-02-27 03:30:00,2275506,6.0
2021-02-27 04:00:00,2275511,5.0
2021-02-27 15:15:00,2317436,41925.0
2021-02-27 15:40:00,2319619,2183.0
2021-02-27 16:15:00,2322286,2667.0
2021-02-27 16:40:00,2323960,1674.0
2021-02-27 17:15:00,2325825,1865.0
2021-02-27 17:45:00,2327114,1289.0
2021-02-27 18:10:00,2328251,1137.0
2021-02-27 18:45:00,2329551,1300.0
2021-02-27 19:10:00,2330140,589.0
2021-02-27 19:40:00,2330413,273.0
2021-02-27 20:15:00,2330602,189.0
2021-02-27 20:45:00,2330699,97.0
2021-02-27 21:15:00,2330838,139.0
2021-02-27 21:40:00,2331033,195.0
2021-02-27 21:45:00,2331082,49.0
2021-02-27 22:24:00,2331549,467.0
2021-02-27 23:35:00,2332356,807.0
2021-02-28 10:37:00,2337094,4738.0
2021-02-28 11:12:00,2338350,1256.0
2021-02-28 11:50:00,2339772,1422.0
2021-02-28 12:15:00,2340458,686.0
2021-02-28 12:50:00,2341331,873.0
2021-02-28 13:25:00,2342107,776.0
2021-02-28 13:50:00,2342759,652.0
2021-02-28 14:25:00,2343933,1174.0
2021-02-28 14:50:00,2344737,804.0
2021-02-28 15:20:00,2345539,802.0
2021-02-28 15:50:00,2346183,644.0
2021-02-28 16:25:00,2346764,581.0
2021-02-28 16:55:00,2347235,471.0
2021-02-28 17:20:00,2347535,300.0
2021-02-28 17:55:00,2347892,357.0
2021-02-28 18:25:00,2348087,195.0
2021-03-01 15:05:00,2443865,95778.0
2021-03-01 15:35:00,2451967,8102.0
2021-03-01 16:05:00,2460138,8171.0
2021-03-01 16:35:00,2466776,6638.0
2021-03-01 17:05:00,2472515,5739.0
2021-03-01 17:35:00,2476445,3930.0
2021-03-01 18:05:00,2479917,3472.0
2021-03-03 12:15:00,2718843,238926.0
2021-03-03 12:45:00,2727171,8328.0
2021-03-03 13:15:00,2735004,7833.0
2021-03-03 13:40:00,2742644,7640.0
2021-03-03 14:15:00,2753140,10496.0
2021-03-03 14:45:00,2762463,9323.0
2021-03-03 15:15:00,2776773,14310.0
2021-03-03 15:40:00,2787750,10977.0
2021-03-03 16:15:00,2798947,11197.0
2021-03-03 16:50:00,2811626,12679.0
2021-03-03 17:15:00,2816309,4683.0
